TypeData.CompTypeID,TypeData.GenCompType,long_description,failure_locations
FlyAsh_FeedPCONV_1_V0,Fly Ash Feeder - Pressure Conveying,"The equipment Fly Ash Feeder - Pressure Conveying, is categorized as Material Handling Asset and has the following boundary: The boundary of a typical Pressure Conveying Fly Ash Feeder begins with the discharge from the outlet of the ash collection hoppers to the outlet flange attachment to the conveying line, including the hopper vent line.  There is an additional cutoff at the attachment of the air supply line to the 3-Way valve.  Note: While this treatment specifically covers those fly ash pressure conveying feeders with only the lower valve assembly having a diffuser stone, the general recommendations contained herein as well as the generic calculated failure rate using only the single stone type are sufficient to represent those feeders with both an upper and a lower diffuser stone.  The user would only have to modify the task contents of all inspection tasks to account for the presence of the upper diffuser stone.   Note: This treatment is not appropriate for units in long term reserve shutdown, extended layup, or other similar non-operating conditions.  Included are:  - Upper Valve Assembly without diffuser stone - Lower Valve Assembly with diffuser stone - Pneumatic Actuator Assembly - Feeder Tank - 3-Way Valve - Vent Piping - Level Transmitter and Probe  The following are excluded: - Collection Hopper - Isolation Gates - Conveyor Piping (conveying line) - Feeder control system - Blowers","The failure locations for Fly Ash Feeder - Pressure Conveying are: {'Air Supply 3-Way Valve', 'Pneumatic Actuator (Air Supply, Upper and Lower Valves)', 'Lubrication - Grease', 'Upper (Airlock) Valve Assembly without a Diffuser Stone', 'Level Transmitter', 'Level Probes', 'Lower (Airlock) Valve Assembly with Diffuser Stone', 'Tank'}"
FlyAsh_PCONV_1,Fly Ash Handling - Pressure Conveying,"The equipment Fly Ash Handling - Pressure Conveying, is categorized as Material Handling Asset and has the following boundary: The boundary of a typical Pressure Conveying Fly Ash Handling system begins with the discharge from the ash collection hoppers or bins and ends at the discharge from the pugmill or paddle mixer outlet or discharge chute.  Sources of fly ash may be from the boiler economizer, the air pre-heaters, the electrostatic precipitator, or the baghouse.  These functions determine the type of ash that the ash handling system has to accept, but they are outside the boundary of any Fly Ash Handling system.  Therefore, the general scope of component types covered are:  Abrasion-resistant piping and fittings Economizer Airlock Valves Fly Ash System Airlock valves Ash storage silos Dry dust and Pugmill unloaders (paddle mixers) Fly ash transport blowers Baghouse Rotary valves Bin vent fans Silo aeration blowers (diffuser blower)  The following systems and their components are excluded from this treatment of the Fly Ash handling system: Boilers; electrostatic precipitators; bottom ash handling systems and components; forced draft or induced draft fans; coal pulverizers and transport systems; sootblowing equipment; along with  the switchgear for the Fly Ash Handling system components themselves.","The failure locations for Fly Ash Handling - Pressure Conveying are: {'Baghouse - Traveler - Motor', 'Abrasion-Resistant Pipe', 'Pressure Transmitters', 'Pugmill Unloader (Paddle Mixer) - Other Internal Components', 'Pugmill Unloader (Paddle Mixer) - Timing or V-Belt', 'Fly Ash Transport Blowers - Belt drive', 'Baghouse - Fans', 'Bin Vent Fans - Discharge Valve', 'Economizer Airlock Valve - Crusher - Motor', 'Rotary Valve Gearbox', 'Ash Storage Silo Diffuser Blowers - Grid coupling', 'Nuclear Level Detector', 'Pugmill Unloader (Paddle Mixer) - Ash Gate Water Valve Actuator', 'Bin Vent Fans - Housing', 'Bin Vent Fans  - Motor', 'Pressure Switches', 'Baghouse - Traveler - Chain Bearing', 'Rotary Valve - Motor', 'Rotary Valve Vanes', 'Baghouse - Travelers', 'Fly Ash Transport Blowers - Belt drive and sheave, if present', 'Economizer Airlock Valve - Crusher - Combing Plates', 'Conveying Blower Discharge Check Valve', 'Pugmill Unloader (Paddle Mixer) - Ash Gate', 'Ash Storage Silo Level Transmitter', 'Segregating Valves (Row Gates) - Piston Actuator', 'Economizer Airlock Valve - Crusher - Dust Seals', 'Abrasion-Resistant Pipe Fittings and Expansion Joints', 'Fly Ash Transport Blowers - Chain drive lube oil pump filter', 'Pugmill Unloader (Paddle Mixer) - Nozzles', 'Fly Ash Transport Blowers - Rotors', 'Pugmill Unloader (Paddle Mixer) - Bearings', 'Fly Ash Transport Blowers - After Coolers', 'Rotary Valve Bearings', 'Bin Vent Fans - Drive Belts', 'Airlock Valves (Upper and Lower Gate) Assembly (packing, bearings, shaft, seals etc)', 'Baghouse - Filters', 'Level Probes - Electronic Cards', 'Economizer Airlock Valve Assembly (packing, bearings, shaft, seals etc)', 'Level Probes', 'Bin Vent Fans - Discharge Valve Actuator', 'Economizer Airlock Valve - Crusher - Gear Box', 'Fly Ash Transport Blowers - Shaft Seals', 'Airlock Valves (Upper and Lower Diffuser Stones)', 'Ash Storage Silo Diffuser Blowers - Shaft Seals', 'Pugmill Unloader (Paddle Mixer) - Paddles', 'Ash Storage Silo Diffuser Blowers - Bearings', 'Pugmill Unloader (Paddle Mixer) - Ash Gate Water Valve', 'Ash Storage Silo Diffuser Blowers - Intake Air Filter', 'Economizer Airlock Valve - Crusher - Drive Chain and Sprocket', 'Fly Ash Transport Blowers - Chain drive', 'Fly Ash Transport Blowers - Intake Air Filter', 'Economizer Airlock Valve - Crusher - Bearings', 'Baghouse - Traveler - Gearbox', 'Pugmill Unloader (Paddle Mixer) - Ash Gate Cylinder Controller', 'Ash Storage Silo', 'Rotary Valve - Grid coupling', 'Ash Storage Silo Diffuser Blowers - Rotors', 'Fly Ash Transport Blowers - Motor', 'Pugmill Unloader (Paddle Mixer) - Motor', 'Bin Vent Fans - Bearings', 'Fly Ash Transfer Chamber Sight Glass', 'Airlock Valves (Upper and Lower Gate) - SOV', 'Pugmill Unloader (Paddle Mixer) - Gear box', 'Economizer Airlock Valve - Piston Actuator', 'Baghouse - Fans - Motor', 'Limit Switches', 'Fly Ash Transport Blowers - Chain drive lube oil pump assembly', 'Segregating Valves (Row Gates) - SOV', 'Bin Vent Fans - Rotating Element', 'Ash Storage Silo Diffuser Blowers - Motor', 'Fly Ash Transport Blowers - Bearings', 'Fly Ash Transport Blowers - Chain drive lube oil pump strainer', 'Pugmill Unloader (Paddle Mixer) - Ash Gate Water Valve Strainer', 'Bin Vent Fans - Sheaves', 'Fly Ash Transport Blowers - Grid coupling', 'Segregating Valves (Row Gates)', 'Airlock Valves (Upper and Lower Diffuser Stones) - 3-way valve', 'Airlock Valves (Upper and Lower Gate) - Piston Actuator', 'Fly Ash Transfer Chamber Vent Valve', 'Economizer Airlock Valve - SOV', 'conveyor Line Gaskets'}"
Gear_1_V0,Bull Gear,"The equipment Bull Gear, is categorized as Rotating Asset and has the following boundary: The Bull Gear is comprised of:  - Bull Gear, with Keyway if present - Mounting bolts, if present  Excluded are: - Other gearbox or drive train components, e.g. shaft - Lubricant and lubrication system components",The failure locations for Bull Gear are: {'Bull Gear'}
GearandChain_1_V0,Gear and Chain Drive,"The equipment Gear and Chain Drive, is categorized as Rotating Asset and has the following boundary: The Gear with Chain Drive is comprised of:  - Gear, with Keyway if present - Mounting bolts, if present - Chain - Lubricant - oil or grease  Excluded are: - Other drive train components, e.g. shaft - Lubrication system components","The failure locations for Gear and Chain Drive are: {'Lubricant (oil or grease)', 'Chain', 'Gear'}"
Gearbox_1_V2,Gearbox - Standard,"The equipment Gearbox - Standard, is categorized as Rotating Asset and has the following boundary: The boundary of a typical gearbox with no internal or external oil cooler, or lubrication pump for the purpose of this database is defined to include the following:  - The gearbox itself - typically internally splash lubricated, or externally force lubricated - Oil sump heater, if present  Excluded from this treatment are: - Any forms of lubrication oil cooling, filtration, or pumping","The failure locations for Gearbox - Standard are: {'Gears', 'Oil  Breather', 'Oil seals', 'Bolting', 'Casing or Housing', 'Oil line (external), if present', 'Pressure relief valve, if present', 'Sump oil heater, if present', 'Gaskets', 'Oil line (suction only), if present', 'Oil', 'Bearings - Rolling Element'}"
Gearbox_2_V3,Gearbox with Oil Cooler,"The equipment Gearbox with Oil Cooler, is categorized as Rotating Asset and has the following boundary: The boundary of a typical gearbox with oil cooler for the purpose of this database is defined to include the following: - The gearbox itself and its shaft driven oil pump, if present - Water jacketed oil cooler, either internal or external - Oil sump heater, if present","The failure locations for Gearbox with Oil Cooler are: {'Gears', 'Oil  Breather', 'Oil seals', 'Bolting', 'Oil filter', 'Casing or Housing', 'Oil pump', 'Oil Cooler', 'Oil line (external), if present', 'Pressure relief valve, if present', 'Sump oil heater, if present', 'Gaskets', 'Oil line (suction only), if present', 'Oil', 'Bearings - Rolling Element'}"
Gearbox_3_V0,Gearbox - Worm Reducer,"The equipment Gearbox - Worm Reducer, is categorized as Rotating Asset and has the following boundary: The boundary of a typical worm reducer gearbox with no internal or external oil cooler, or lubrication pump, for the purpose of this database is defined to include the following:  - The gearbox itself  Excluded from this treatment are: - Any forms of lubrication oil cooling, filtration, or pumping - Couplings","The failure locations for Gearbox - Worm Reducer are: {'Oil  Breather', 'Bolting', 'Wheel Shaft', 'Sight Glass', 'Worm Shaft', 'Fan', 'Casing', 'Gaskets', 'Worm Wheel', 'Dip Stick Tube, if present', 'Bearings - Rolling Element (radial and thrust)', 'Shaft oil seals', 'Oil'}"
Gearbox_Small_REB_V0,Gearbox - Small - Rolling Element Bearings,"The equipment Gearbox - Small - Rolling Element Bearings, is categorized as Rotating Asset and has the following boundary: The boundary of a small gearbox with rolling element type bearings for the purpose of this database is defined to include the following: - The gearbox itself - typically internally splash lubricated  Excluded from this treatment are: - Any forms of lubrication, oil cooling, filtration, or pumping - Driven and driver components","The failure locations for Gearbox - Small - Rolling Element Bearings are: {'Gears', 'Oil  Breather', 'Oil seals', 'Casing or Housing', 'Gaskets', 'Oil', 'Bearings - Rolling Element'}"
Gearbox_Small_SB_V0,Gearbox - Small - Sleeve Bearings,"The equipment Gearbox - Small - Sleeve Bearings, is categorized as Rotating Asset and has the following boundary: The boundary of a small gearbox with only sleeve or oil impregnated bearings (bushings) for the purpose of this database is defined to include the following:  - The gearbox itself - typically internally splash lubricated  Excluded from this treatment are: - Any forms of lubrication, oil cooling, filtration, or pumping - Driven and driver components  U_Gearbox - Standard_V2 The boundary of a typical gearbox with no internal or external oil cooler, or lubrication pump for the purpose of this database is defined to include the following:  - The gearbox itself - typically internally splash lubricated, or externally force lubricated - Oil sump heater, if present  Excluded from this treatment are: - Any forms of lubrication oil cooling, filtration, or pumping","The failure locations for Gearbox - Small - Sleeve Bearings are: {'Gears', 'Oil  Breather', 'Oil seals', 'Bolting', 'Bearings - Bronze or Brass Oil Impregnated', 'Casing or Housing', 'Gaskets', 'Oil'}"
Gearbox_SP_WT_V0,Gearbox Single Planetary - Wind Turbine,"The equipment Gearbox Single Planetary - Wind Turbine, is categorized as Rotating Asset and has the following boundary: Gearbox Single Planetary - Wind Turbine is comprised of the following: - Gearbox (gears, bearings, casing, seals, shafts, oil heater, bolting, O-rings, gaskets, oil pump) - Oil - Oil Pump and Motor (external) - Oil Cooler (external) - Oil Filter (external) - Brake (Disk type) - Brake (Lock Pin type - used for maintenance) - Hoses, Piping, Valves, Connectors - Wiring - Instrumentation (Oil Pressure Control & Transmitters, Oil Level Indicator, Oil Level Switch (float), Oil Temperature Sensor and Switch, Oil Pressure Sensor & Switch, Oil Contamination Sensor (optical/electrical, Filter Differential Pressure Sensor, Vibration) - Oil Level Sight Glass - Mounting Trunnions - Bolting  Excluded are: - All couplings to rotor (fan blades) and generator","The failure locations for Gearbox Single Planetary - Wind Turbine are: {'Intermediate Speed - Shaft', 'Wiring and Connections (Non Instrumentation)', 'Casing or Housing', 'Brake - Rotor Lock', 'Drain Valve', 'Sight Glass', 'High Speed Stage - IMS Gear and HSS Pinion', 'Oil Cooler (Air Cooled)', 'Intermediate Speed Shaft - Bearings - Rolling Element', 'Oil Breather', 'Planet Gear - Shaft or Pin', 'Mounting Trunnions (Torque Arm)', 'Instrumentation - Controls', 'Hoses, Lines, and Fittings', 'High Speed - Shaft', 'Bolting', 'Oil Seals', 'Low Speed Shaft - Bearings - Rolling Element', 'Low Speed - Shaft', 'Intermediate Stage - LSS Gear and IMS Pinion', 'Planetary Gears - Ring, Planet Gears, Sun Pinion', 'Instrumentation - Monitoring', 'Oil Heater', 'Oil Filter', 'Oil Spray Nozzles', 'Gaskets', 'Oil Cooler (Air Cooled) Fan and Motor', 'Pitch Tube O-Rings', 'Planet Stage - Bearings - Rolling Element', 'Brake Hydraulic', 'High Speed Shaft - Bearings - Rolling Element', 'Pressure Relief Valve', 'Sun Pinion - Shaft', 'Oil Pump (Internal)', 'Oil Pump and Motor (External)', 'Oil'}"
Gearbox_Worm_1_V0,Gearbox - Worm Gear Type with Oil Cooler,"The equipment Gearbox - Worm Gear Type with Oil Cooler, is categorized as Rotating Asset and has the following boundary: The boundary of a typical worm reducer gearbox with an internal or external oil cooler, for the purpose of this database is defined to include the following: - The gearbox itself - Greased bearings - Lubricating oil pump - External oil piping, if present - Internal or external oil cooler - Oil filter, if present  Excluded from this treatment are: - Couplings - Driven and Driver components","The failure locations for Gearbox - Worm Gear Type with Oil Cooler are: {'Casing or Housing', 'Oil Gear Pump', 'Bolting', 'Sump oil heater, if present', 'Worm Rim Gear', 'Dip Stick Tube, if present', 'Casing', 'Shaft oil seals', 'Worm Shaft', 'Pressure relief valve, if present', 'Gaskets', 'Oil line (suction only), if present', 'Rim Shaft', 'Bearings - Rolling Element (radial and thrust)', 'Oil  Breather', 'Oil line (external), if present', 'Oil Filter, if present', 'External Oil Piping', 'Oil Cooler (Internal or External)', 'Oil'}"
Gearbox_Worm_2_V0,Gearbox - Worm Gear Type,"The equipment Gearbox - Worm Gear Type, is categorized as Rotating Asset and has the following boundary: The boundary of a typical worm reducer gearbox with no internal or external oil cooler, for the purpose of this database is defined to include the following: - The gearbox itself - Greased bearings - Lubricating oil pump - Oil filter, if present  Excluded from this treatment are: - Couplings - Driven and Driver components","The failure locations for Gearbox - Worm Gear Type are: {'Oil  Breather', 'Rim Shaft', 'Bolting', 'Casing or Housing', 'Worm Rim Gear', 'Worm Shaft', 'Oil Gear Pump', 'Oil Filter, if present', 'Sump oil heater, if present', 'Casing', 'External Oil Piping', 'Gaskets', 'Oil line (suction only), if present', 'Dip Stick Tube, if present', 'Bearings - Rolling Element (radial and thrust)', 'Shaft oil seals', 'Oil'}"
Gearbox_Worm_Crane_V0,Gearbox_Worm - Crane Hoist,"The equipment Gearbox_Worm - Crane Hoist, is categorized as Material Handling Asset and has the following boundary: The boundary of a typical worm reducer gearbox with no internal or external oil cooler, or lubrication pump, for the purpose of this database is defined to include the following:  - The gearbox itself - Greased bearings - Lubricating oil pump - External oil piping  Excluded from this treatment are: - Any forms of lubrication oil cooling or filtration - Couplings","The failure locations for Gearbox_Worm - Crane Hoist are: {'Oil  Breather', 'Rim Shaft', 'Bolting', 'Worm Shaft', 'Oil Gear Pump', 'Casing', 'External Oil Piping', 'Gaskets', 'Worm Rim Gear', 'Dip Stick Tube, if present', 'Bearings - Rolling Element (radial and thrust)', 'Shaft oil seals', 'Oil'}"
GearRack_Pinion_Linear_V0,Gear Rack and Pinion - Linear,"The equipment Gear Rack and Pinion - Linear, is categorized as Miscellaneous Asset and has the following boundary: The boundary of a Gear Rack and Pinion - Linear is described as a linear rack (e.g. rack and pinion) attached to the shop floor with a continuous gear rack that meshes with a pinion gear that is externally driven along its length consists of: - Gear Rack with grease/lubrication groove - Pinion Gear - Bearings - Shaft - Coupling - Fasteners and floor attachments  Excluded are the prime mover(motor, gearbox,cylinder, etc).","The failure locations for Gear Rack and Pinion - Linear are: {'Coupling Sleeve Labyrinth Seal, if present', 'Coupling Grease', 'Shaft', 'Fasteners and Welds', 'Pinion Gear', 'Coupling Sleeve Gasket or O-ring, if present', 'Coupling Fasteners', 'Coupling Sleeve Mating Gasket', 'Coupling Gear Teeth', 'Gear Rack', 'Gear Rack Grease'}"
GEN_1800_1,Main Generator - 1800RPM - Hydrogen Cooled,"The equipment Main Generator - 1800RPM - Hydrogen Cooled, is categorized as Electrical Asset and has the following boundary: The boundary of the 3600RPM hydrogen cooled Main Steam Turbine Generator similar to those in nuclear applications for the purpose of this database is defined to include the following:  ,Generator (rotating and stationary components) ,Journal bearings ,Foundation (pedestal, keys, bolting) ,Performance/data acquisition piping ,Oil seals . High voltage bushings  Exclude:  - steam turbine center-line components and controls - exciter or excitation system - voltage regulator - generator rotor field winding collection rings, brushes, and rigging - generator shaft grounding mechanism - potential and current transformers - connection to iso-phase bus - iso-phase bus, coolers, etc. - stator water conditioning and control components - bearing lube oil system, and supply/return piping and valves  - vapor extractor","The failure locations for Main Generator - 1800RPM - Hydrogen Cooled are: {'Generator Bearings (journal)', 'Rotor - Journal', 'Rotor - Fan', 'Turbine Supervisory Instrumentation -  Generator Monitoring (e.g. hydrogen purity, dew point)', 'End Shields', 'Stator - End Winding', 'Frame, Enclosure, and Mounting', 'Generator Bushings - high voltage, neutral', 'Stator - Core', 'Generator to LP Coupling', 'Turbine Supervisory Instrumentation -  Bearing & winding RTDs, Thermocouples, Vibration probes', 'Rotor - Retaining rings / Zone Rings - 18-5 type only', 'Generator Bearing hydrogen seals', 'Generator Bearing oil deflectors or labyrinth seals', 'Piping & Connections, e.g. Teflon tubes, seal oil and hydrogen connections, O-rings', 'Rotor - Winding', 'Rotor - Retaining rings / Zone Rings', 'Stator - Bars Inside Slots', 'Generator Shaft Current Insulation, e.g. on bearings, seals', 'Rotor - Surfaces, wedges, retaining rings', 'Hydrogen Coolers', 'Turbine Supervisory Instrumentation -  Flux probes', 'Rotor - Forging', 'Generator Iso-phase connections'}"
GEN_1800_2,Main Generator - 1800RPM - Water Cooled,"The equipment Main Generator - 1800RPM - Water Cooled, is categorized as Electrical Asset and has the following boundary: The boundary of the 3600RPM water cooled Main Steam Turbine Generator similar to those in nuclear applications for the purpose of this database is defined to include the following:  ,Generator (rotating and stationary components) ,Journal bearings ,Foundation (pedestal, keys, bolting) ,Performance/data acquisition piping ,Oil seals . High voltage bushings  Exclude:  - steam turbine center-line components and controls - exciter or excitation system - voltage regulator - generator rotor field winding collection rings, brushes, and rigging - generator shaft grounding mechanism - potential and current transformers - connection to iso-phase bus - iso-phase bus, coolers, etc. - stator water conditioning and control components - bearing lube oil system, and supply/return piping and valves  - vapor extractor","The failure locations for Main Generator - 1800RPM - Water Cooled are: {'Generator Bearings (journal)', 'Rotor - Journal', 'Rotor - Fan', 'Turbine Supervisory Instrumentation -  Generator Monitoring (e.g. hydrogen purity, dew point)', 'Piping & Connections, e.g. Teflon tubes, seal oil and hydrogen connections, stator cooling water plumbing, O-rings', 'End Shields', 'Stator - End Winding', 'Frame, Enclosure, and Mounting', 'Generator Bushings - high voltage, neutral', 'Stator - Core', 'Generator to LP Coupling', 'Turbine Supervisory Instrumentation -  Bearing & winding RTDs, Thermocouples, Vibration probes', 'Rotor - Retaining rings / Zone Rings - 18-5 type only', 'Generator Bearing hydrogen seals', 'Generator Bearing oil deflectors or labyrinth seals', 'Rotor - Winding', 'Rotor - Retaining rings / Zone Rings', 'Stator - Bars Inside Slots', 'Generator Shaft Current Insulation, e.g. on bearings, seals', 'Rotor - Surfaces, wedges, retaining rings', 'Hydrogen Coolers', 'Turbine Supervisory Instrumentation -  Flux probes', 'Rotor - Forging', 'Generator Iso-phase connections'}"
GEN_3600_SmoothRotor_AirCooled_V0,Main Generator - 3600RPM - Smooth Rotor - Air Cooled,"The equipment Main Generator - 3600RPM - Smooth Rotor - Air Cooled, is categorized as Electrical Asset and has the following boundary: The boundary of the Main Generator - 3600RPM - Smooth Rotor - Air Cooled for the purpose of this database is defined to include the following:  - Generator (rotating and stationary components) - Journal bearings and shaft seals - Foundation (pedestal, keys, bolting) - High voltage bushings or cables - Generator rotor field winding collection rings, brushes, and rigging - Air filters - Instrumentation (Bearing & Winding RTDs, Thermocouples, Vibration probes, Flux Probe, Generation Condition Monitor)  Excluded are:  - Steam turbine center-line components and controls - Exciter or excitation system - Voltage regulator - Generator shaft grounding mechanism - Potential and current transformers - Connection to iso-phase bus - Iso-phase bus, coolers, etc. - Bearing lube oil system, lube oil, and supply/return piping and valves","The failure locations for Main Generator - 3600RPM - Smooth Rotor - Air Cooled are: {'Rotor - Journal', 'Turbine Supervisory Instrumentation -  Bearing & Winding RTDs, Thermocouples, Vibration probes', 'Rotor - Fan', 'Air Filters', 'Rotor - Retaining rings', 'Stator - End Winding and Connections', 'Piping & Connections', 'Generator Bushings - high voltage, neutral', 'Bearing Oil Deflectors (labyrinth type)', 'Bearing Insulation', 'Journal Bearings', 'Stator - Core', 'Rotor Collector Brushes', 'Rotor - Surfaces, wedges, and retaining rings', 'Turbine Supervisory Instrumentation - Generator Condition Monitor', 'Rotor Collector Rings', 'Generator Cables - high voltage, neutral', 'Rotor - Winding', 'Stator - Bars Inside Slots', 'Frame, End Shields, and Mounting', 'Couplings', 'Turbine Supervisory Instrumentation -  Flux probes', 'Rotor - Forging', 'Generator Iso-phase connections'}"
GEN_3600_SmoothRotor_WaterAirCooled_V0,Main Generator - 3600RPM - Smooth Rotor - Water Air Cooled,"The equipment Main Generator - 3600RPM - Smooth Rotor - Water Air Cooled, is categorized as Electrical Asset and has the following boundary: The boundary of the Main Generator - 3600RPM - Smooth Rotor - Water Air Cooled (TEWAC design - Totally Enclosed Water-Air Cooled) for the purpose of this database is defined to include the following:  - Generator (rotating and stationary components) - Journal bearings and shaft seals - Foundation (pedestal, keys, bolting) - High voltage bushings or cables - Generator rotor field winding collection rings, brushes, and rigging - Air Coolers and filters - Instrumentation (Bearing & Winding RTDs, Thermocouples, Vibration probes, Flux Probe, Generation Condition Monitor)  Excluded are:  - Steam turbine center-line components and controls - Exciter or excitation system - Voltage regulator - Generator shaft grounding mechanism - Potential and current transformers - Connection to iso-phase bus - Iso-phase bus, coolers, etc. - Air Cooler control components (piping, valves, cooling water temperature control valve, instrumentation) - Bearing lube oil system, lube oil, and supply/return piping and valves","The failure locations for Main Generator - 3600RPM - Smooth Rotor - Water Air Cooled are: {'Rotor - Journal', 'Turbine Supervisory Instrumentation -  Bearing & Winding RTDs, Thermocouples, Vibration probes', 'Rotor - Fan', 'Rotor - Retaining rings', 'Stator - End Winding and Connections', 'Piping & Connections', 'Generator Bushings - high voltage, neutral', 'Bearing Insulation', 'Bearing Oil Deflectors (labyrinth type)', 'Journal Bearings', 'Stator - Core', 'Air Coolers - Filters', 'Rotor Collector Brushes', 'Rotor - Surfaces, wedges, and retaining rings', 'Turbine Supervisory Instrumentation - Generator Condition Monitor', 'Rotor Collector Rings', 'Generator Cables - high voltage, neutral', 'Rotor - Winding', 'Stator - Bars Inside Slots', 'Frame, End Shields, and Mounting', 'Couplings', 'Air Coolers (water cooled)', 'Turbine Supervisory Instrumentation -  Flux probes', 'Rotor - Forging', 'Generator Iso-phase connections'}"
Gen_Aux_MV_1A_V0,Generator - Auxiliary - Medium Voltage <15Kv - Rolling Element - Grease Lubed - Air Cooled,"The equipment Generator - Auxiliary - Medium Voltage <15Kv - Rolling Element - Grease Lubed - Air Cooled, is categorized as Electrical Asset and has the following boundary: The boundary of a Generator - Auxiliary - Medium Voltage <15Kv - Rolling Element - Grease Lubed, Air Cooled, 6 pole or greater (1200 rpm or less) generators (such as emergence diesel (EDG) and station blackout generators) for the purpose of this database is defined to include the following:  Note: Template category CLM - Critical, Low duty cycle, Mild service condition best represents the recommended PM program for EDG - Emergency Diesel Generators of this type.  - Generator excluding the coupling(s) - Rolling element or antifriction bearings - grease lubed - Brushless exciter, if shaft mounted - Probes such as speed, temperature, vibration and partial discharge, if present - Mounting and base - Internal heaters - Filters, if present  Excluded are: - Prime mover, voltage regulator, switchgear, and all cables - External exciters - Coupling(s) - Instrumentation and protection systems","The failure locations for Generator - Auxiliary - Medium Voltage <15Kv - Rolling Element - Grease Lubed - Air Cooled are: {'Bearings - Antifriction', 'Rotor Brush Rigging, if present', 'Brushless Exciter (shaft mounted) - Stator Windings', 'Rotor Leads', 'Brushless Exciter (shaft mounted) - Rotor Leads', 'Rotor Fans and Fan Hardware', 'Shaft', 'Brushless Exciter (shaft mounted) - Diodes and Fuses', 'Frame, Enclosure, and Mounting', 'Brushless Exciter (shaft mounted) - Diode Wheel Insulating Mounts', 'Brushless Exciter (shaft mounted) - Rotor Winding Band', 'Bearing Insulation', 'Brushless Exciter (shaft mounted) - Rotor Laminations', 'Lubrication Delivery Piping & Connections, if present', 'Rotor Bars and Shorting Rings', 'Space Heaters', 'Brushless Exciter (shaft mounted) - Rotor Windings', 'Rotor: Windings, pole pieces, and V-blocks (pole wedges)', 'Bearing Housings', 'Lubrication - Grease', 'Rotor Amortisseur Interpole Connector', 'Rotor Bars, Amortisseur Interpole Connector, and Shorting Rings', 'Brushless Exciter (shaft mounted) - Rotor: Windings', 'Stator Core Air Ducts', 'Rotor Collector Rings, if present', 'Probes, e.g. speed, temperature,  vibration and partial discharge, if present', 'Rotor Laminations', 'Lead Box Gaskets, if present', 'Brushless Exciter (shaft mounted) - Stator Laminations', 'Stator: Windings, Blocking, Bracing, Surge rings includes wedges', 'Baffles, if present', 'Filters, if present', 'Brushless Exciter (shaft mounted) - Stator Leads', 'Rotor Collector Brushes, if present', 'Rotor Fan Blades', 'Stator Winding Connections - brazed joints', 'Stator Leads and Electrical Connections', 'Machine Fits', 'Stator Laminations', 'Rotor Grounding Brushes, if present', 'Bearing Seals'}"
Gen_Aux_MV_2_V0,Generator - Auxiliary - Medium Voltage <15Kv - Sleeve Bearing - Air Cooled,"The equipment Generator - Auxiliary - Medium Voltage <15Kv - Sleeve Bearing - Air Cooled, is categorized as Electrical Asset and has the following boundary: The boundary of a Generator - Auxiliary - Medium Voltage <15Kv - Sleeve Bearing - Air Cooled, 4 pole or 1800 rpm generators (such as emergence diesel (EDG) and station blackout generators) for the purpose of this database is defined to include the following:  Note: Template category CLM - Critical, Low duty cycle, Mild service condition best represents the recommended PM program for EDG - Emergency Diesel Generators of this type.  - Generator excluding the coupling(s) - Sleeve bearings - oil lubricated - Brushless exciter, if shaft mounted - Probes such as speed, temperature, vibration and partial discharge, if present - Mounting and base - Internal heaters - Filters, if present  Excluded are: - Prime mover, voltage regulator, switchgear, and all cables - External exciters - Coupling(s) - Bearing oil lubrication - either self-contained or forced lubricated - Instrumentation and protection systems","The failure locations for Generator - Auxiliary - Medium Voltage <15Kv - Sleeve Bearing - Air Cooled are: {'Rotor Brush Rigging, if present', 'Brushless Exciter (shaft mounted) - Stator Windings', 'Rotor Leads', 'Brushless Exciter (shaft mounted) - Rotor Leads', 'Lubrication - Oil', 'Rotor Fans and Fan Hardware', 'Shaft', 'Brushless Exciter (shaft mounted) - Diodes and Fuses', 'Frame, Enclosure, and Mounting', 'Brushless Exciter (shaft mounted) - Diode Wheel Insulating Mounts', 'Brushless Exciter (shaft mounted) - Rotor Winding Band', 'Bearing Insulation', 'Brushless Exciter (shaft mounted) - Rotor Laminations', 'Lubrication Delivery Piping & Connections, if present', 'Rotor Bars and Shorting Rings', 'Space Heaters', 'Brushless Exciter (shaft mounted) - Rotor Windings', 'Rotor: Windings, pole pieces, and V-blocks (pole wedges)', 'Bearing Housings', 'Rotor Amortisseur Interpole Connector', 'Rotor Bars, Amortisseur Interpole Connector, and Shorting Rings', 'Brushless Exciter (shaft mounted) - Rotor: Windings', 'Stator Core Air Ducts', 'Rotor Collector Rings, if present', 'Probes, e.g. speed, temperature,  vibration and partial discharge, if present', 'Rotor Laminations', 'Lead Box Gaskets, if present', 'Brushless Exciter (shaft mounted) - Stator Laminations', 'Stator: Windings, Blocking, Bracing, Surge rings includes wedges', 'Bearings Seals', 'Baffles, if present', 'Filters, if present', 'Brushless Exciter (shaft mounted) - Stator Leads', 'Rotor Collector Brushes, if present', 'Rotor Fan Blades', 'Stator Winding Connections - brazed joints', 'Stator Leads and Electrical Connections', 'Machine Fits', 'Bearings - Sleeve', 'Stator Laminations', 'Rotor Grounding Brushes, if present', 'Bearing Seals'}"
