TypeData.CompTypeID,TypeData.GenCompType,failure_locations
PowerSystem_UPS_VLRABatt_V0,Power System - UPS - Non-Gel VLRA Battery,"['Power Semiconductor Components', 'Circuit Breakers', 'Cabinet Fans', 'Bypass Switch', 'Fuses', 'Capacitors - Electrolytic', 'Battery - Group Bar (Collector)', 'Battery - Electrolyte', 'Fuse Holders', 'Static Switch, if present', 'Battery - Posts', 'Earth or Ground Connections', 'Capacitors - Oil Filled', 'Battery - Pressure Relief Valve', 'Printed Circuit Boards (Firing circuit, Oscillator, Alarm, Sync, Metering circuits, Auxiliary circuits, Current limit)', 'Timers', 'Power Cables, Control Wiring, and Connections', 'Cabinets or Battery Racks', 'Metering Instruments (e.g. voltmeter, frequency meter, ammeter, status lights, ground detectors)', 'Connections to Batteries, Battery Charger, Inverter,  and Primary Distribution', 'Filter and Commutating Chokes (Input / Output)', 'Float and Equalize Potentiometers and Switches', 'Battery - Inter Cell and Inter Tier Connectors & Hardware & Battery Cable Connectors', 'Transformers', 'Cabinet Filters, Screens, Louvers', 'Battery - Case', 'Battery - Plates']"
Pulley_1_V0,Pulley,"['Sheaves', 'Fasteners, if present', 'Pulley Block and Wire Rope Attachment', 'Bearing seals, if present', 'Pulley bearings', 'Grease fitting, if present', 'Shaft']"
Railroad_Car_Trucks_V0,Railroad Car Trucks,"['Bolted Fasteners', 'Truck Axle Bearing Seals', 'Air Brake Piping and Connectors', 'Brake Air Cylinder - Support rods and end caps', 'Truck Axles and Bearing Journals', 'Truck Axle Bearings - Rolling Element (Tapered)', 'Brake - Truck Wheel Contact Surface or Area', 'Brake Air Cylinder, Piston, and Rod', 'Truck - Car Attachment Center Plate or Bowl', 'Brake Air Cylinder Triple Valve', 'Truck Structural and Support Components', 'Air Brake Pressure Relief/Retaining Valves', 'Air Brake Connection Hose Coupling', 'Air Brake Connection Hose Angle Cock Connector', 'Brake Shoes', 'Truck Axle Bearing Lubrication Fittings', 'Brake Air Cylinder Spring', 'Brake Air Cylinder, Piston, and Rod - Seals', 'Brake Air Cylinder - Bearings or Bushings', 'Truck Wheels and Flanges', 'Truck Suspension Springs', 'Lubrication - Grease', 'Brake Mechanical Linkages, Pivots, and Arms', 'Truck (Center or King) Pin', 'Brake Air Cylinder - Hose Connection Ports', 'Truck Axle Bearing Housing', 'Truck Body Side Bearing', 'Brake Air Cylinder and Reservoir', 'Air Brake Connection Hose', 'Brake Shoe Assembly Clevis Pins']"
Rake_Debris_V0,Mechanical Rake - Debris,"['Wash Strainer - Seal or Gasket', 'Wash Strainer - Self Cleaning Type (if present)', 'Rake, Grizzly, or Trash Rack (Movable or Stationary)', 'Drive Gear Reducer', 'Wash Piping and Lines', 'Drive Couplings (gear type)', 'Drive Shaft (Head) Bearings', 'Drive Chain', 'Wash Control and Power Wiring and Connections', 'Guide Rails and Support Steel', 'Drive Motor', 'Wash Sensing lines', 'Drive Shaft (Foot) Bearings', 'Drive Shaft (Head)', 'Wash Strainer - Basket', 'Wash Nozzles', 'Drive Shaft (Foot)', 'Drive Shaft Shear Pins', 'Wash Differential Pressure Switch or Sensor', 'Fasteners', 'Drive Sprockets', 'Wash Strainer - Housing', 'Wash Pneumatic  Sensing Instruments']"
Rake_Thickener_1_V0,Thickener Rake,"['Worm Drive Oil', 'Fasteners and Welds', 'Worm Drive Worm Gear and Wheel', 'Concrete Structure or Tank', 'Worm Drive Oil  Breather', 'Quill Shaft (Flanged)', 'Drive Gear Reducer', 'Worm Drive Sight Glass', 'Rake Arm Support and Structural Steel', 'Worm Drive Worm Wheel', 'Worm Drive Dip Stick Tube', 'Drive Motor External Fan & Cover', 'Drive Belt Guard', 'Drive Motor', 'Safety Rails and Platforms', 'Worm Drive Shaft Oil Seals', 'Drive Pulleys and Belts', 'Worm Drive Gaskets', 'Worm Drive Worm Gear Bearings - Rolling Element (radial and thrust)', 'Vertical Shaft (Flanged)', 'Load Cell Wiring and Connections', 'Drive Sprockets', 'Load Cell', 'Drive Motor Leads and Electrical Connections', 'Rake or Blade', 'Worm Drive Casing', 'Worm Drive Worm Gear']"
RC_Dist_1,Distribution Recloser - Oil Filled,"['Cabinet heater', 'Linkage', 'Aux/AB Switch', 'Battery', 'Interrupter', 'Lift Rod and Guides', 'Tank', 'Capacitor Trip', 'Oil/Hydraulic Pump Piston', 'Controller', 'Conductor - primary', 'Fuse - control', 'Wiring - control', 'Thermostat', 'Animal Guards', 'Current Transformer', 'Battery Charger', 'Bushings - Solid', 'Tank Liner', 'Close and Trip Coils', 'Close and Trip Solenoids', 'Oil']"
RC_Dist_2,Distribution Recloser - Oil Filled - Vacuum Bottle,"['Cabinet heater', 'Linkage', 'Aux/AB Switch', 'Battery', 'Lift Rod and Guides', 'Tank', 'Capacitor Trip', 'Controller', 'Conductor - primary', 'Fuse - control', 'Wiring - control', 'Thermostat', 'Animal Guards', 'Main current contacts', 'Current Transformer', 'Battery Charger', 'Bushings - Solid', 'Tank Liner', 'Close and Trip Coils', 'Vacuum Bottle', 'Close and Trip Solenoids', 'Oil']"
RC_Dist_3,Distribution Recloser - SF6 Filled - Vacuum Bottle,"['Cabinet heater', 'Linkage', 'Aux/AB Switch', 'Battery', 'Tank', 'Controller', 'Conductor - primary', 'Fuse - control', 'Animal Guards, if present', 'Wiring - control', 'Thermostat', 'Main current contacts', 'Operating Rods', 'Current Transformer', 'Battery Charger', 'Bushings - Solid', 'Close and Trip Coils', 'SF6 gas', 'Close and Trip Solenoids']"
RC_Dist_4,Distribution Recloser - Solid Dielectric,"['Cabinet heater', 'Fuse - control', 'Current Transformer', 'Linkage', 'Battery Charger', 'Aux/AB Switch', 'Animal Guards, if present', 'Operating Rods', 'Wiring - control', 'Thermostat', 'Battery', 'Close and Trip Solenoids', 'Close and Trip Coils', 'Controller', 'Main current contacts', 'Conductor - primary', 'Bushing Interrupter Unit']"
RectifierBank_SwitchMode_V0,Rectifier Bank/Charger_Switch Mode,"['Interconnecting Communication Cables', 'Cooling Fans', 'System Control Monitor (including dry contacts, circuit boards, alarms, etc)', 'Interconnecting Power Cables', 'Rack and Backplane (including AC breakers)', 'Rectifier Module (including PLC, semiconductors, transformer, etc)']"
RLY_CTL_1_V4,Relay - Control - Electromechanical,"['Relay Base', 'Contacts', 'Coils', 'Mechanical Assembly', 'Wiring and Terminations']"
RLY_CTL_2_V3,Relay - Control - Solid State,"['Solid State Components and Circuit Boards', 'Wiring and terminations']"
RLY_CTL_EM1_ACD_V0,Relay - Control - Electromechanical - AC coil - De-Energized,"['Contacts', 'Coils - AC, normally de-energized', 'Relay socket', 'Mechanical Assembly - latch mechanism', 'Mechanical Assembly', 'Mechanical Assembly - rotary or solenoid armatures', 'Wiring and terminations']"
RLY_CTL_EM2_ACE_V0,Relay - Control - Electromechanical - AC coil - Energized,"['Contacts', 'Relay socket', 'Mechanical Assembly - latch mechanism', 'Mechanical Assembly', 'Mechanical Assembly - rotary or solenoid armatures', 'Wiring and terminations', 'Coils - AC, normally energized']"
RLY_CTL_EM3_DCD_V0,Relay - Control - Electromechanical - DC coil - De-Energized,"['Contacts', 'Relay socket', 'Mechanical Assembly - latch mechanism', 'Mechanical Assembly', 'Mechanical Assembly - rotary or solenoid armatures', 'Wiring and terminations', 'Coils - DC, normally de-energized']"
RLY_CTL_EM4_DCE_V0,Relay - Control - Electromechanical - DC coil - Energized,"['Contacts', 'Relay socket', 'Mechanical Assembly - latch mechanism', 'Mechanical Assembly', 'Mechanical Assembly - rotary or solenoid armatures', 'Wiring and terminations', 'Coils - DC, normally energized']"
RLY_MTR_PROT_1a_V0,Relay - Motor Protection and Management - Microprocessor - Remotely Monitored,"['Relay - Programmable Controller and  Monitoring Interface', 'Cabinet or Enclosure -Cabinet Cooling Fan, if present', 'Cabinet or Enclosure - Door Latching Device', 'Cabinet or General Wiring, Cables and Connections', 'Cabinet or Enclosure', 'Cabinet or Enclosure - Cabinet Filter, if present', 'Cabinet or Enclosure - Door Seal or Gasket']"
RLY_MTR_PROT_1b_V0,Relay - Motor Protection and Management - Microprocessor - Un-Monitored,"['Relay - Programmable Controller and  Monitoring Interface', 'Cabinet or Enclosure -Cabinet Cooling Fan, if present', 'Cabinet or Enclosure - Door Latching Device', 'Cabinet or General Wiring, Cables and Connections', 'Cabinet or Enclosure', 'Cabinet or Enclosure - Cabinet Filter, if present', 'Cabinet or Enclosure - Door Seal or Gasket']"
RLY_Overspeed_Protection_Elect_V0,Relay - Overspeed Protection - Electronic_V0,"['Case with Door', 'Digital Displays', 'Magnetic Speed Pickup', 'Gasket (Mounting and Door)', 'Module (Power Supply, Speed Control, Supervisory)', 'Push Buttons', 'Relays', 'Terminals']"
RLY_PROT_1_V3,Relay - Protective - Electromechanical,"['Cup Type Assembly', 'Electrolytic Capacitors', 'Contacts', 'Hinge Type Assembly or Target', 'Coils', 'Induction Disk Assembly', 'Wiring', 'Plunger Type Assembly']"
RLY_PROT_2_V3,Relay - Protective - Solid State,"['Electrolytic Capacitors', 'Contacts', 'Coils', 'Solid State Components and Circuit Boards', 'Wiring']"
RLY_PROT_3a_V0,Relay - Protective - System Protection (Line-Feeder-Bus-Transformer) - Microprocessor - Remotely Monitored,"['Relay - Programmable Controller and  Monitoring Interface', 'Cabinet or Enclosure -Cabinet Cooling Fan, if present', 'Cabinet or Enclosure - Door Latching Device', 'Cabinet or General Wiring, Cables and Connections', 'Cabinet or Enclosure', 'Cabinet or Enclosure - Cabinet Filter, if present', 'Cabinet or Enclosure - Door Seal or Gasket']"
RLY_PROT_3b_V0,Relay - Protective - System Protection (Line-Feeder-Bus-Transformer) - Microprocessor - Un-Monitored,"['Relay - Programmable Controller and  Monitoring Interface', 'Cabinet or Enclosure -Cabinet Cooling Fan, if present', 'Cabinet or Enclosure - Door Latching Device', 'Cabinet or General Wiring, Cables and Connections', 'Cabinet or Enclosure', 'Cabinet or Enclosure - Cabinet Filter, if present', 'Cabinet or Enclosure - Door Seal or Gasket']"
RLY_Time_1,Relay - Timing - Bellows Type,"['Plunger and Bellows Assembly (Agastat only)', 'Circuit Board (Solid State Relays only)', 'Contacts', 'Motor Driven Type', 'Wiring and terminations']"
RLY_Timing_ElectroPneumatic_ACCoil_V1,Relay - Electro-Pneumatic Timing - AC Coil,"['Cover', 'Plunger and Bellows Assembly', 'Springs (contact pressure)', 'Contacts', 'Terminations', 'Coil - AC']"
RLY_Timing_ElectroPneumatic_DCCoil_V1,Relay - Electro-Pneumatic Timing - DC Coil,"['Cover', 'Plunger and Bellows Assembly', 'Springs (contact pressure)', 'Contacts', 'Coil - DC', 'Terminations']"
Scale_1_V0,Scale - Load Cell,"['Control Panel and Display, if present', 'Bolting, if present', 'Wiring and Connections', 'Load Cell']"
SCR_Reactor_V0,Selective Catalytic Reduction System - SCR Reactor,"['Air Dryer - After Filter - Cartridge Type', 'Air Dryer - Check Valves', 'Air Dryer - Desiccant Moisture Indicator', 'Air Dryer - Drain Trap Strainer', 'Air Dryer - Oil Coalescing Pre-Filter - Cartridge Type', 'Catalyst Seals', 'Ammonia Slip Monitor', 'Differential Pressure Transmitter', 'Air Dryer - Pressure Control Valves', 'NOx Sample Test Grids', 'Catalyst', 'NOx Monitor - Extractive dilution type', 'Catalyst Basket', 'Thermocouple', 'Air Dryer - Manual Isolation Valves', 'NOx Monitor - In-situ type']"
SCR_TRAV_1,Water Intake Screen - Traveling Type,"['Control Cabinet - Timer, bi-stable switch, and other electronic devices', 'Screen wash - Strainer', 'TWS - Headshaft Carrier Chain Sprockets', 'TWS - Single Speed Fluid Drive', 'Screen wash - Sensing lines', 'Splash housings - fiberglass, if present', 'TWS - Guide rails and support steel', 'TWS - Motor', 'DP switch', 'TWS - Drive Coupling (flex spring type)', 'TWS - Drive shear pin', 'TWS - Basket bolting', 'Pneumatic instruments', 'Screen wash - Lines', 'Splash housings - painted steel, if present', 'Screen wash - Strainer - Seal or gasket', 'TWS - Baskets (painted carbon steel frame, stainless mesh)', 'TWS - Head shaft bearing, life extension style (e.g. Thordon elastomeric thermosetting resin type, ceramics, sealed roller ), if present', 'TWS - Drive chain or belt', 'TWS - Footshaft bearings,  life extension style (Stellite), if present', 'TWS - Gear reducer', 'TWS - Headshaft Carrier Chain Sprockets (wear rim style)', 'TWS - Drive Coupling (rubber insert type)', 'TWS - Drive Coupling (gear type)', 'TWS - Carrier chain/linkages', 'Screen wash - Strainer - Housing', 'TWS - Baskets (painted carbon steel frame)', 'TWS - Headshaft Drive Sprocket', 'TWS - Footshaft Carrier Chain Sprockets', 'TWS - Head shaft', 'TWS - Head shaft bearing, bronze bushing (i.e. oil impregnated brass)', 'Trash rack', 'Splash housings - stainless steel, if present', 'Screen wash - Strainer - Self Cleaning', 'TWS - Footshaft', 'Screen wash - Nozzles', 'TWS - Footshaft bearing (Bronze, i.e. oil impregnated brass bushing)']"
Shaft_1_V0,Shaft with Spline,"['Shaft', 'Spline']"
Shaft_Bearing_Housing_1_V0,Shaft with Bearing and Housing,"['Bolting', 'Flange(s)', 'Bolt Holes', 'Shaft']"
Shaft_Boot_Bellows_V0,Shaft with Boot or Bellows,"['Coupling Sleeve Labyrinth Seal, if present', 'Coupling Grease', 'Coupling Gear teeth', 'Coupling Sleeve Gasket or O-ring, if present', 'Coupling Fasteners', 'Coupling Sleeve Mating Gasket', 'Shaft']"
Shaft_Conductor_Roll_V0,Shaft - Conductor Roll - Shaft-Bearing-Collector Ring,"['Brush Rigging Cover', 'Collector Rings', 'Bolting', 'Shaft', 'Brush Rigging', 'Grease', 'Sheave', 'Collector Brushes', 'Bearings - Pillow Block - Spherical Roller Type', 'Brush Rigging Connections', 'Grease Fittings (e.g. Zirc type)']"
Shaft_FlangedEnd_1_V0,Shaft with Flanged End,"['Bolting', 'Flange(s)', 'Bolt Holes', 'Shaft']"
Shaft_GearCoupling_V0,Shaft with Geared Coupling,"['Coupling Sleeve Labyrinth Seal, if present', 'Coupling Gear teeth', 'Grease', 'Coupling Sleeve Gasket or O-ring, if present', 'Grease Fittings (e.g. Zirc Type), if present on coupling', 'Coupling Fasteners', 'Coupling Sleeve Mating Gasket', 'Shaft']"
Shaft_UniversalJoint_V0,Shaft with Universal Joint,"['Fasteners', 'Grease', 'Grease Fittings (e.g. Zirc Type), if present on coupling', 'Universal Joints', 'Shaft']"
Sheave_1_V0,Sheave,['Sheave']
Sheave_2_V0,Sheave with Hub,['Sheave']
Stack_1_V0,Stack with Dampers,"['Exhaust Stack', 'Stack Foundation', 'Expansion Joint - Belt type - Duct-to-Stack', 'Expansion Joint - Belt type - Duct-to-Stack - Flange Connection', 'Exhaust Stack - Drain', 'Exhaust Stack - Damper Linkage', 'Exhaust Stack -Damper - Blade', 'Expansion Joint - Belt type - Duct-to-Stack - Bolted Fasteners']"
Strainer_Mechanical_1_V0,Strainer - Mechanical,"['Leakage', 'Strainer', 'Casing', 'Bolting or Fasteners']"
Structure_Metal_1_V0,Structure - Metal_1,"['Hinge points, if present', 'Bolted Fasteners', 'Welds', 'Structural Elements']"
SWGR_CBPanel_1,Switchgear - Circuit Breaker Panel,"['Surge protectors', 'Main circuit breaker', 'Terminal trips', 'Circuit breakers', 'Enclosure', 'Wiring, cables, and connectors']"
SWGR_LoadCommInv_LiqCool_V0,Load Commutating Inverter (LCI)_Liquid Cooled,"['Isolation Transformer (Oil Type) - Transformer Tank', 'Coolant Internal Tubing, Piping & Connections', 'Pump Motor Controls -Molded Case Breaker', 'Disconnect Switch (Motorized - Generator & Neutral) - Lubricant', 'Disconnect Switch (Motorized - Generator & Neutral) - Operating Mechanism (Gears, Sprockets, and Chains)', 'Thyristor/SCR - Metal Oxide Varistors (MOV)', 'Isolation Transformer (Oil Type) - Instrumentation - Pressure Vacuum Switch (Buckholtz Relay)', 'Thyristor/SCR - Heatsink', 'DC Link Reactor', 'Differential Pressure & Temperature Switches - Gaskets and O-rings', 'Isolation Transformer (Dry Type) -Transformer Enclosure Cooling Fan, if present', 'Thyristor/SCR - Rack and Backplane - Current Feedback Burden Resistors', 'Cabinet or Enclosure - Heater Thermostat', 'Pump Motor Controls - Indication (Status - LEDs or Lamps)', 'Differential Pressure & Temperature Switches - Sensing Line & Tube Fittings', 'Thyristor/SCR - Fuses', 'Wiring, Cables and Connections', 'Instrumentation - Coolant Resistivity and Temperature', 'Micro-Processor Control - Terminal & PC Board Connectors', 'Cabinet or Enclosure - Heater', 'Isolation Transformer (Oil Type) - Cooling Fins', 'Isolation Transformer (Dry Type) -Electrical Connections', 'Isolation Transformer (Oil Type) - Instrumentation - Gauge - Temperature (Oil and Winding)', 'Pump Motor Controls - Electrical devices (control transformer, fuse & fuse block)', 'Micro-Processor Control - Circuit Boards', 'Isolation Transformer (Oil Type) - Core', 'Disconnect Switch (Motorized - Generator & Neutral) - Wiring, Cables and Connections', 'Isolation Transformer (Oil Type) - Pressure Relief Valve', 'Cabinet or Enclosure - Wiring, Cables and Connections', 'Isolation Transformer (Oil Type) - Instrumentation - Wiring, Cables and Connections', 'Isolation Transformer (Oil Type) - Lightning or Surge Arrestors (Metal oxide varistor type)', 'Pump Motor Controls - Terminal Strips', 'Pump Motor Controls - Contactor or Starter', 'Isolation Transformer (Oil Type) - Instrumentation - Rapid/Sudden Pressure Relay (primary & aux)', 'Thyristor/SCR - Filter Resistors (Water Cooled)', 'Differential Pressure & Temperature Switches - Sensing Device (with Bourdon Tube or Bellows)', 'Isolation Transformer (Oil Type) - Bushings - Solid', 'Valves (Manual) - Body to Bonnet (Cover) Gasket', 'Isolation Transformer (Dry Type) -Alarms', 'Thyristor/SCR - Filter Resistors (Air Cooled)', 'Cabinet or Enclosure - Cabinet Filter', 'Isolation Transformer (Oil Type) - Gas Blanket Systems', 'Field Breaker, if present', 'Isolation Transformer (Dry Type) -Lightning or Surge Arrestors (Metal oxide varistor type)', 'Thyristor/SCR - Cooling Fan', 'Isolation Transformer (Oil Type) - Instrumentation - Gauge - Oil Level', 'System Controls - PLC (micro-processor controller/Operator User Interface)', 'Isolation Transformer (Oil Type) - Electrical Connections', 'Thyristor/SCR - Capacitors', 'Isolation Transformer (Dry Type) -Bushings - Solid', 'Disconnect Switch (Motorized - Generator & Neutral) - Electrical Devices (micro switches, aux. switches, local control handle, fuse blocks, aux. relays, electric motor)', 'Isolation Transformer (Oil Type) - Transformer Oil', 'Differential Pressure & Temperature Switches - Electrical Switch', 'Instrumentation - Coolant Resistivity and Temperature Meter', 'Deionizer', 'Isolation Transformer (Oil Type) - Instrumentation - Level Alarms', 'Micro-Processor Control - Wiring, Cables and Connections', 'Micro-Processor Control - Power Supply', 'Disconnect Switch (Motorized - Generator & Neutral) - Primary Contacts and Insulation', 'Carbon Filter', 'Isolation Transformer (Oil Type) - Valves - Manual', 'Tubing, Piping & Connections', 'Micro-Processor Control - Relays', 'Pump Motor Controls - Device Lubricant (Internal to contactor/starter, molded case breaker, disconnect switch, etc.)', 'Isolation Transformer (Dry Type) -Core', 'Temperature Control Valve (TCV - self-regulating type)', 'Thyristor/SCR', 'Heat Exchanger (Liquid Cooled)', 'Isolation Transformer (Dry Type) -Windings', 'Micro-Processor Control - Circuit Breaker', 'Pump Motor Controls - Manual Disconnect Switch', 'Isolation Transformer (Oil Type) - Windings', 'Coolant (water-glycol)', 'Valves (Manual) - Seat or Disc', 'Cabinet or Enclosure - Station Grounding', 'Thyristor/SCR - Rack and Backplane', 'Isolation Transformer (Oil Type) - Gaskets', 'Isolation Transformer (Oil Type) - Desiccant', 'Isolation Transformer (Dry Type) -Transformer Enclosure with doors and penetrations', 'Cabinet or Enclosure', 'Current Transformer', 'Isolation Transformer (Oil Type) - Instrumentation - Internal wiring & connections', 'Valves (Manual) - Stem', 'Pump Motor Controls - Control Switch']"
SWGR_LV_1_V4,Switchgear - Low Voltage,"['Bus Stabs (Breaker to Bus)', 'Main Current, Arc Quench, and Insulation', 'Enclosure (Cubicle & Breaker)', 'Operating Mechanism', 'Racking Mechanism (Breaker)', 'Current or Potential Transformer (CT/PT)', 'Lubricant (Breaker moving parts)', 'Bus Stabs (Bus to Breaker)', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, fuse blocks, aux. relays, charging motor, heaters) Note: Some devices will be mounted on the breaker cart and some are mounted to the cubicle panel.', 'Racking Mechanism and Shutter Assembly (Cubicle)']"
SWGR_LV_1BKR_V0,Switchgear - Low Voltage - Breaker only,"['Current Transformer (CT)', 'Bus Stabs (Breaker to Bus)', 'Main Current, Arc Quench, and Insulation', 'Operating Mechanism', 'Racking Mechanism (Breaker)', 'Lubricant (Breaker moving parts)', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, fuse blocks, aux. relays, charging motor, heaters) Note: Some devices will be mounted on the breaker cart and some are mounted to the cubicle panel.']"
SWGR_MCC_1_V4,Switchgear - Motor Control Centers,"['Electrical devices, includes control wiring and transformer, fuse block, switches, and secondary disconnects', 'Contactor or starter primary contacts', 'Lubricant (bucket manual operating mechanism)', 'Cables, lugs, and power leads', 'Contactor or starter operating mechanism', 'Molded Case Breaker auxiliary devices', 'Molded Case Breaker undervoltage or shunt trip coils', 'Contactor or starter overload trips', 'Molded Case Breaker primary contacts', 'Cables, lugs, power leads, bus, raceway, and housing', 'Shutter Assembly (if present)', 'Bus Stabs', 'Enclosure', 'Molded Case Breaker overcurrent trips', 'Contactor or starter aux contacts', 'Molded Case Breaker operating mechanism', 'Bucket Manual Operating Mechanism']"
SWGR_MTR_Start_1,Switchgear - Motor Control_Starter Panel,"['Terminal strips', 'Manual disconnect switch', 'Lubricant - contactor/starter/molded case breaker', 'Control Fuse', 'Contactor/starter', 'Wiring, cables, and connectors', 'Enclosure', 'Electrical devices, includes control transformer, fuse block, switches, and secondary disconnects', 'Molded case breaker']"
SWGR_MV_2_Breaker_V0,Switchgear - Medium Voltage - 1kV to 15kV - Breaker only,"['Main Current, Arc Quench, and Insulation', 'Operating Mechanism', 'Lubricant', 'Bus Stabs', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, local control handle, fuse blocks, aux. relays, charging motor, heaters)']"
SWGR_MV_2_Cubicle_V0,Switchgear - Medium Voltage - 1kV to 15kV - Cubicle & Bus,"['Bus Stabs', 'Enclosure', 'Lubricant', 'Racking Mechanism and Shutter Assembly']"
SWGR_MV_2_V1,Switchgear - Medium Voltage - 1kV to 15kV,"['Main Current, Arc Quench, and Insulation', 'Operating Mechanism', 'Lubricant', 'Racking Mechanism and Shutter Assembly', 'Bus Stabs', 'Enclosure', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, local control handle, fuse blocks, aux. relays, charging motor, heaters)']"
SWGR_MV_3_Breaker_V0,Switchgear - Medium Voltage - 1kV to 15kV - Vacuum Bottle Type - Breaker only,"['Fuses (main)', 'Control Circuit  - Rectifier Module', 'Control Circuit - Transformer', 'Lubricant', 'Vacuum Bottle or Interrupter', 'Ground wiring and connections', 'Control Circuit and Auxiliary Electrical Devices (microswitches, auxiliary switches, secondary disconnects, local control handle, control fuses and fuse blocks, auxiliary relays, wiring, cabinet heaters, indicating lights)', 'Breaker Stabs', 'Hardware and fasteners', 'Operating Mechanism (e.g. mechanical parts associated with opening, closing and tripping levels, arms, pivots, linkages, latches, pawls, springs, etc.)', 'Close and Trip Solenoid']"
SWGR_MV_3_V0,Switchgear - Medium Voltage - 1kV to 15kV - Vacuum Bottle Type,"['Fuses (main)', 'Control Circuit  - Rectifier Module', 'Bus - Bus Bar, Cable Connections, Supports, Isolation Bushings and Standoffs', 'Bus - Stabs (bus, starter or breaker)', 'Control Circuit - Transformer', 'Lubricant (all moving parts in starter or breaker, racking mechanism, shutter assembly)', 'Racking Mechanism and Shutter Assembly', 'Vacuum Bottle or Interrupter', 'Ground wiring and connections', 'Enclosure - including doors, panels, and partitions', 'Control Circuit and Auxiliary Electrical Devices - Starter and Cubicle (microswitches, auxiliary switches, secondary disconnects, local control handle, control fuses and fuse blocks, auxiliary relays, wiring, cabinet heaters, indicating lights)', 'Hardware and fasteners', 'Bus - Supports, Isolation Bushings and Standoffs', 'Operating Mechanism (e.g. mechanical parts associated with opening, closing and tripping levels, arms, pivots, linkages, latches, pawls, springs, etc.)', 'Close and Trip Solenoid']"
SWGR_Panel_FreezeProtection_HeatTrace_1_V0,Switchgear - Panel - Freeze Protection Heat Trace_Chromolox,"['Circuit Breakers - Heat Trace with Ground Fault Protection', 'Circuit Breaker - Main', 'Cabinet Heater Thermostat', 'Temperature Controller Module (PLC -Programmable Logic Controller)', 'Wiring and terminations', 'Cabinet Heater', 'Control - EOL Indicator Lights', 'Terminal Strips', 'Control Power Fuse and Fuse Holder', 'Disconnect Switch - Manual', 'Cabinet or Enclosure', 'Contactor', 'Control Switch - Hand/Off/Auto', 'Heat Trace Tape']"
SWGR_Panel_HeatTrace_1_V0,Switchgear - Panel - Process Heat Trace_Chromolox,"['Relay - Coils', 'Current Transformer', 'Ground Fault Module', 'PLC (Programmable Logic Controller)', 'Relay - Mechanical Assembly', 'Network Interface Module', 'Wiring and terminations', ""RTD's"", 'Cabinet or Enclosure Cooling Fans', 'Rectifier (SSR)', 'Disconnect Switch - Manual', 'Cabinet or Enclosure', 'Fuses', 'Relay - socket', 'Relay - Contacts', 'Indicator or Status Lights', 'Heat Trace Tape', 'Transformer - Control Circuit']"
SWGR_PwrCtrl_1,Switchgear - Power and Control Panel,"['Status lights', 'Line filter', 'Terminal strips', 'Surge protector', 'Control fuse', 'Main circuit breaker', 'Manual disconnect switch', 'Phase reversal or loss detection relay', 'Electrical devices: includes control transformer, fuse block, switches, and secondary disconnects', 'Circuit breakers', 'Enclosure', 'Wiring, cables, and connectors']"
SWGR_SFC_AirCooled_V0,Static Frequency Converter (SFC) - Air Cooled,"['Thyristor/SCR - Capacitors', 'Cabinet or Enclosure - Wiring, Cables and Connections', 'Thyristor/SCR - Heatsink', 'DC Link Reactor', 'Thyristor/SCR - Cooling Fan Motor Controls - Indication (Status - LEDs or Lamps)', 'Cabinet or Enclosure - Station Grounding', 'Thyristor/SCR - Rack and Backplane - Current Feedback Burden Resistors', 'Cabinet or Enclosure - Heater Thermostat', 'Thyristor/SCR - Cooling Fan Motor Controls - Manual Disconnect Switch', 'Thyristor/SCR - Rack and Backplane', 'Thyristor/SCR - Cooling Fan Motor Controls - Terminal Strips', 'Thyristor/SCR - Fuses', 'Thyristor/SCR - Cooling Fan Motor Controls - Contactor or Starter', 'Wiring, Cables and Connections', 'Thyristor/SCR - Cooling Fan Motor Controls - Device Lubricant (Internal to contactor/starter, molded case breaker, disconnect switch, etc.)', 'Thyristor/SCR - Filter Resistors (Air Cooled)', 'Thyristor/SCR - Cooling Fan Motor Controls - Electrical devices (control transformer, fuse & fuse block)', 'Cabinet or Enclosure - Cabinet Filter', 'Cabinet or Enclosure - Heater', 'Cabinet or Enclosure', 'Field Breaker, if present', 'Current Transformer', 'Thyristor/SCR - Metal Oxide Varistor (MOV)', 'Thyristor/SCR - Cooling Fan Motor Controls - Control Switch', 'Thyristor/SCR - Cooling Fan', 'Thyristor/SCR', 'Thyristor/SCR - Cooling Fan Motor Controls -Molded Case Breaker']"
SWGR_VFD_600V_V0,Switchgear - Variable Frequency Drive - 600V (VFD),"['Enclosure Cooling Fans', 'Air Filters', 'Control Panel', 'Power Supply', 'Heatsink', 'Disconnect Switch - Manual', 'Wiring and Cables (Power , Control, and Communications)', 'RFI Filter', 'Communications Module, if present', 'Relays', 'Cabinet or Enclosure', 'Terminal strips and Terminations', 'Contactor', 'Terminal strips', 'Current Transformer', 'Electrolytic Capacitor', 'Lubricant - Contactor and Disconnect Switch', 'Rectifier - Control Circuit Module (Full Wave)', 'Printed Circuit Logic Boards', 'Battery (Assist Control Panel), if present', 'Inverter (IGBT)', 'Transformer - Control Circuit']"
